ID_XLH,ADRESSE_3,ADRESSE_4
AG01010001,354 ROUTE DE SORE,40430 ARGELOUSE
AG01010002,370 ROUTE DE SORE,40430 ARGELOUSE
AG01010003,408 ROUTE DE SORE,40430 ARGELOUSE
AG01010004,416 ROUTE DE SORE,40430 ARGELOUSE
AI02010001,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010002,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010003,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010004,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010005,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010006,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010007,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010008,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010009,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010010,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010011,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02010012,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020001,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020002,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020003,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020004,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020005,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020006,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020007,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02020008,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030001,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030002,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030003,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030004,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030005,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030006,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030007,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030008,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030009,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030010,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030011,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02030012,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040001,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040002,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040003,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040004,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040005,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040006,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040007,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02040008,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050001,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050002,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050003,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050004,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050005,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050006,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050007,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050008,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050009,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050010,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050011,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02050012,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060001,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060002,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060003,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060004,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060005,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060006,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060007,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060008,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060009,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060010,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060011,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI02060012,AVENUE DES TILLEULS,40800 AIRE-SUR-L'ADOUR
AI03010001,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010002,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010003,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010004,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010005,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010006,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010007,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010008,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010009,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010010,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010011,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010012,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010013,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010014,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03010015,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020001,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020002,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020003,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020004,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020005,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020006,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020007,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020008,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020009,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020010,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020011,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020012,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020013,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020014,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI03020015,RUE DU COMMANDANT PARISOT,40800 AIRE-SUR-L'ADOUR
AI04010001,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010002,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010003,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010004,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010005,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010006,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010007,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010008,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010009,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010010,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010011,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010012,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010013,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010014,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010015,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010016,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010017,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04010018,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020001,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020002,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020003,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020004,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020005,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020006,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020007,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020008,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020009,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020010,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020011,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020012,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020013,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020014,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020015,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020016,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020017,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020018,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020019,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020020,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020021,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI04020022,ROUTE DE GUILLON,40800 AIRE-SUR-L'ADOUR
AI05010001,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010002,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010003,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010004,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010005,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010006,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010007,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010008,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010009,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010010,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010011,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010012,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010013,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010014,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05010015,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020001,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020002,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020003,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020004,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020005,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020006,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020007,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020008,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020009,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020010,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020011,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020012,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020013,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020014,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020015,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI05020016,CITE GUILLON II,40800 AIRE-SUR-L'ADOUR
AI06010001,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010002,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010003,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010004,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010005,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010006,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010007,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010008,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010009,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010010,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010011,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010012,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI06010013,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020001,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020002,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020003,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020004,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020005,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020006,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020007,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020008,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020009,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020010,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020011,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020012,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020013,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020014,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI07020015,LES RIVES DE L'ADOUR,40800 AIRE-SUR-L'ADOUR
AI09010001,RUE DU 13 JUIN,40800 AIRE-SUR-L'ADOUR
AI09010002,RUE DU 13 JUIN,40800 AIRE-SUR-L'ADOUR
AI09010003,RUE DU 13 JUIN,40800 AIRE-SUR-L'ADOUR
AI09010004,RUE DU 13 JUIN,40800 AIRE-SUR-L'ADOUR
AI09010005,RUE DU 13 JUIN,40800 AIRE-SUR-L'ADOUR
AI09010006,RUE DU 13 JUIN,40800 AIRE-SUR-L'ADOUR
AI10010011,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010012,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010013,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010014,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010015,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010016,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010017,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010021,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010022,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010023,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010031,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010032,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI10010033,22 RUE CARNOT,40800 AIRE-SUR-L'ADOUR
AI11010001,69 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010002,69 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010003,71 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010004,71 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010005,73 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010006,73 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010007,75 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI11010008,75 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI12010001,96 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010002,114 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010003,126 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010004,140 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010005,168 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010006,170 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010007,65 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010008,67 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010009,61 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010010,63 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010011,59 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010012,57 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010013,58 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010014,60 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010015,62 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010016,64 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010017,66 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010018,68 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010019,70 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010020,72 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010021,74 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010022,76 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI12010023,250 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI12010024,242 CHEMIN DE PERROT,40800 AIRE-SUR-L'ADOUR
AI13010001,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010002,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010003,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010004,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010005,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010006,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010007,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010008,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010009,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010010,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010011,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010012,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010013,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010014,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010015,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI13010016,6 RUE DE LA LIBERATION,40800 AIRE-SUR-L'ADOUR
AI14010001,56 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010002,54 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010005,44 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010006,39 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010007,41 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010010,47 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010011,49 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010012,51 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010013,53 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI14010014,55 RUE DU SOUVENIR FRANCAIS,40800 AIRE-SUR-L'ADOUR
AI15010001,50 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010002,50 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010003,52 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010004,52 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010005,54 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010006,54 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010007,56 AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI15010008,56 BIS AVENUE DE BORDEAUX,40800 AIRE-SUR-L'ADOUR
AI16010001,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010002,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010003,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010004,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010005,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010006,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010007,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010008,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010009,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010010,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010011,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010012,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010013,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010014,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010015,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010016,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010017,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010018,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010019,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010020,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010021,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010022,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010023,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010024,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010025,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010026,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010027,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010028,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010029,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010030,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010031,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010032,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010033,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010034,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010035,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010036,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010037,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010038,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010039,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010040,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010041,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010042,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010043,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010044,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010045,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010046,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI16010047,45 RUE FELIX DESPAGNET,40800 AIRE-SUR-L'ADOUR
AI21010001,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010002,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010003,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010004,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010005,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010006,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010007,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010008,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010009,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
AI21010010,16 RUE JEAN ROSTAND,40800 AIRE-SUR-L'ADOUR
